曜日,層,行動,時刻(時間:分),行為者率(%)
平日,国民全体,通学,12:00,0.1
平日,国民全体,通学,12:15,0.1
平日,国民全体,通学,12:30,0.1
平日,国民全体,通学,12:45,0.2
平日,国民全体,通学,13:00,0.2
平日,国民全体,通学,13:15,0.2
平日,国民全体,通学,13:30,0.1
平日,国民全体,通学,13:45,0.2
平日,国民全体,通学,14:00,0.3
平日,国民全体,通学,14:15,0.3
平日,国民全体,通学,14:30,0.4
平日,国民全体,通学,14:45,0.4
平日,国民全体,通学,15:00,0.7
平日,国民全体,通学,15:15,0.8
平日,国民全体,通学,15:30,1.2
平日,国民全体,通学,15:45,1.5
平日,国民全体,通学,16:00,1.4
平日,国民全体,通学,16:15,1.1
平日,国民全体,通学,16:30,1.0
平日,国民全体,通学,16:45,1.1
平日,国民全体,通学,17:00,0.7
平日,国民全体,通学,17:15,0.6
平日,国民全体,通学,17:30,0.7
平日,国民全体,通学,17:45,0.9
平日,国民全体,通学,18:00,0.9
平日,国民全体,通学,18:15,0.9
平日,国民全体,通学,18:30,0.7
平日,国民全体,通学,18:45,0.7
平日,国民全体,通学,19:00,0.6
平日,国民全体,通学,19:15,0.5
平日,国民全体,通学,19:30,0.4
平日,国民全体,通学,19:45,0.3
平日,国民全体,通学,20:00,0.5
平日,国民全体,通学,20:15,0.4
平日,国民全体,通学,20:30,0.1
平日,国民全体,通学,20:45,0.1
平日,国民全体,通学,21:00,0.2
平日,国民全体,通学,21:15,0.2
平日,国民全体,通学,21:30,0.3
平日,国民全体,通学,21:45,0.2
平日,国民全体,通学,22:00,0.2
平日,国民全体,通学,22:15,0.1
平日,国民全体,通学,22:30,0.1
平日,国民全体,通学,22:45,0.1
平日,国民全体,通学,23:00,0.0
平日,国民全体,通学,23:15,0.0
平日,国民全体,通学,23:30,0.0
平日,国民全体,通学,23:45,0.0
平日,国民全体,社会参加,0:00,0.0
平日,国民全体,社会参加,0:15,0.0
平日,国民全体,社会参加,0:30,0.0
平日,国民全体,社会参加,0:45,0.0
平日,国民全体,社会参加,1:00,0.0
平日,国民全体,社会参加,1:15,0.0
平日,国民全体,社会参加,1:30,0.0
平日,国民全体,社会参加,1:45,0.0
平日,国民全体,社会参加,2:00,0.0
平日,国民全体,社会参加,2:15,0.0
平日,国民全体,社会参加,2:30,0.0
平日,国民全体,社会参加,2:45,0.0
平日,国民全体,社会参加,3:00,0.0
平日,国民全体,社会参加,3:15,0.0
平日,国民全体,社会参加,3:30,0.0
平日,国民全体,社会参加,3:45,0.0
平日,国民全体,社会参加,4:00,0.0
平日,国民全体,社会参加,4:15,0.0
平日,国民全体,社会参加,4:30,0.0
平日,国民全体,社会参加,4:45,0.0
平日,国民全体,社会参加,5:00,0.0
平日,国民全体,社会参加,5:15,0.0
平日,国民全体,社会参加,5:30,0.0
平日,国民全体,社会参加,5:45,0.1
平日,国民全体,社会参加,6:00,0.1
平日,国民全体,社会参加,6:15,0.0
平日,国民全体,社会参加,6:30,0.1
平日,国民全体,社会参加,6:45,0.1
平日,国民全体,社会参加,7:00,0.1
平日,国民全体,社会参加,7:15,0.1
平日,国民全体,社会参加,7:30,0.1
平日,国民全体,社会参加,7:45,0.2
平日,国民全体,社会参加,8:00,0.2
平日,国民全体,社会参加,8:15,0.3
平日,国民全体,社会参加,8:30,0.4
平日,国民全体,社会参加,8:45,0.4
平日,国民全体,社会参加,9:00,0.5
平日,国民全体,社会参加,9:15,0.5
平日,国民全体,社会参加,9:30,0.6
平日,国民全体,社会参加,9:45,0.7
平日,国民全体,社会参加,10:00,0.9
平日,国民全体,社会参加,10:15,0.9
平日,国民全体,社会参加,10:30,1.1
平日,国民全体,社会参加,10:45,1.0
平日,国民全体,社会参加,11:00,1.0
平日,国民全体,社会参加,11:15,0.9
平日,国民全体,社会参加,11:30,0.8
平日,国民全体,社会参加,11:45,0.7
平日,国民全体,社会参加,12:00,0.4
平日,国民全体,社会参加,12:15,0.5
平日,国民全体,社会参加,12:30,0.5
平日,国民全体,社会参加,12:45,0.4
平日,国民全体,社会参加,13:00,0.6
平日,国民全体,社会参加,13:15,0.5
平日,国民全体,社会参加,13:30,0.6
平日,国民全体,社会参加,13:45,0.6
平日,国民全体,社会参加,14:00,0.6
平日,国民全体,社会参加,14:15,0.6
平日,国民全体,社会参加,14:30,0.6
平日,国民全体,社会参加,14:45,0.6
平日,国民全体,社会参加,15:00,0.7
平日,国民全体,社会参加,15:15,0.7
平日,国民全体,社会参加,15:30,0.5
平日,国民全体,社会参加,15:45,0.5
平日,国民全体,社会参加,16:00,0.5
平日,国民全体,社会参加,16:15,0.5
平日,国民全体,社会参加,16:30,0.4
平日,国民全体,社会参加,16:45,0.4
平日,国民全体,社会参加,17:00,0.4
平日,国民全体,社会参加,17:15,0.4
平日,国民全体,社会参加,17:30,0.2
平日,国民全体,社会参加,17:45,0.3
平日,国民全体,社会参加,18:00,0.4
平日,国民全体,社会参加,18:15,0.5
平日,国民全体,社会参加,18:30,0.6
平日,国民全体,社会参加,18:45,0.6
平日,国民全体,社会参加,19:00,0.5
平日,国民全体,社会参加,19:15,0.5
平日,国民全体,社会参加,19:30,0.7
平日,国民全体,社会参加,19:45,0.6
平日,国民全体,社会参加,20:00,0.5
平日,国民全体,社会参加,20:15,0.5
平日,国民全体,社会参加,20:30,0.5
平日,国民全体,社会参加,20:45,0.5
平日,国民全体,社会参加,21:00,0.4
平日,国民全体,社会参加,21:15,0.5
平日,国民全体,社会参加,21:30,0.4
平日,国民全体,社会参加,21:45,0.4
平日,国民全体,社会参加,22:00,0.3
平日,国民全体,社会参加,22:15,0.3
平日,国民全体,社会参加,22:30,0.2
平日,国民全体,社会参加,22:45,0.2
平日,国民全体,社会参加,23:00,0.2
平日,国民全体,社会参加,23:15,0.2
平日,国民全体,社会参加,23:30,0.1
平日,国民全体,社会参加,23:45,0.1
平日,国民全体,会話・交際,0:00,0.2
平日,国民全体,会話・交際,0:15,0.2
平日,国民全体,会話・交際,0:30,0.2
平日,国民全体,会話・交際,0:45,0.2
平日,国民全体,会話・交際,1:00,0.1
平日,国民全体,会話・交際,1:15,0.1
平日,国民全体,会話・交際,1:30,0.1
平日,国民全体,会話・交際,1:45,0.1
平日,国民全体,会話・交際,2:00,0.1
平日,国民全体,会話・交際,2:15,0.1
平日,国民全体,会話・交際,2:30,0.0
平日,国民全体,会話・交際,2:45,0.0
平日,国民全体,会話・交際,3:00,0.1
平日,国民全体,会話・交際,3:15,0.0
平日,国民全体,会話・交際,3:30,0.0
平日,国民全体,会話・交際,3:45,0.0
平日,国民全体,会話・交際,4:00,0.1
平日,国民全体,会話・交際,4:15,0.1
平日,国民全体,会話・交際,4:30,0.1
平日,国民全体,会話・交際,4:45,0.1
平日,国民全体,会話・交際,5:00,0.1
平日,国民全体,会話・交際,5:15,0.1
平日,国民全体,会話・交際,5:30,0.1
平日,国民全体,会話・交際,5:45,0.0
平日,国民全体,会話・交際,6:00,0.1
平日,国民全体,会話・交際,6:15,0.0
平日,国民全体,会話・交際,6:30,0.1
平日,国民全体,会話・交際,6:45,0.1
平日,国民全体,会話・交際,7:00,0.1
平日,国民全体,会話・交際,7:15,0.2
平日,国民全体,会話・交際,7:30,0.3
平日,国民全体,会話・交際,7:45,0.5
平日,国民全体,会話・交際,8:00,0.4
平日,国民全体,会話・交際,8:15,0.5
平日,国民全体,会話・交際,8:30,0.6
平日,国民全体,会話・交際,8:45,0.6
平日,国民全体,会話・交際,9:00,0.6
平日,国民全体,会話・交際,9:15,0.6
平日,国民全体,会話・交際,9:30,0.8
平日,国民全体,会話・交際,9:45,0.8
平日,国民全体,会話・交際,10:00,1.2
平日,国民全体,会話・交際,10:15,1.2
平日,国民全体,会話・交際,10:30,1.2
平日,国民全体,会話・交際,10:45,1.2
平日,国民全体,会話・交際,11:00,1.1
平日,国民全体,会話・交際,11:15,1.1
平日,国民全体,会話・交際,11:30,1.0
平日,国民全体,会話・交際,11:45,1.1
平日,国民全体,会話・交際,12:00,0.9
平日,国民全体,会話・交際,12:15,0.9
平日,国民全体,会話・交際,12:30,1.4
平日,国民全体,会話・交際,12:45,1.5
平日,国民全体,会話・交際,13:00,1.3
平日,国民全体,会話・交際,13:15,1.3
平日,国民全体,会話・交際,13:30,1.3
平日,国民全体,会話・交際,13:45,1.3
平日,国民全体,会話・交際,14:00,1.4
平日,国民全体,会話・交際,14:15,1.3
平日,国民全体,会話・交際,14:30,1.3
平日,国民全体,会話・交際,14:45,1.3
平日,国民全体,会話・交際,15:00,1.5
平日,国民全体,会話・交際,15:15,1.5
平日,国民全体,会話・交際,15:30,1.6
平日,国民全体,会話・交際,15:45,1.6
平日,国民全体,会話・交際,16:00,1.4
平日,国民全体,会話・交際,16:15,1.3
平日,国民全体,会話・交際,16:30,1.3
平日,国民全体,会話・交際,16:45,1.2
平日,国民全体,会話・交際,17:00,1.2
平日,国民全体,会話・交際,17:15,1.1
平日,国民全体,会話・交際,17:30,1.2
平日,国民全体,会話・交際,17:45,1.3
平日,国民全体,会話・交際,18:00,1.2
平日,国民全体,会話・交際,18:15,1.3
平日,国民全体,会話・交際,18:30,1.1
平日,国民全体,会話・交際,18:45,1.0
平日,国民全体,会話・交際,19:00,0.9
平日,国民全体,会話・交際,19:15,0.8
平日,国民全体,会話・交際,19:30,1.0
平日,国民全体,会話・交際,19:45,1.1
平日,国民全体,会話・交際,20:00,1.3
平日,国民全体,会話・交際,20:15,1.1
平日,国民全体,会話・交際,20:30,1.2
平日,国民全体,会話・交際,20:45,1.2
平日,国民全体,会話・交際,21:00,1.4
平日,国民全体,会話・交際,21:15,1.4
平日,国民全体,会話・交際,21:30,1.3
平日,国民全体,会話・交際,21:45,1.5
平日,国民全体,会話・交際,22:00,1.3
平日,国民全体,会話・交際,22:15,1.3
平日,国民全体,会話・交際,22:30,1.0
平日,国民全体,会話・交際,22:45,1.2
平日,国民全体,会話・交際,23:00,0.9
平日,国民全体,会話・交際,23:15,0.8
平日,国民全体,会話・交際,23:30,0.6
平日,国民全体,会話・交際,23:45,0.5
平日,国民全体,レジャー活動,0:00,3.9
平日,国民全体,レジャー活動,0:15,3.8
平日,国民全体,レジャー活動,0:30,3.3
平日,国民全体,レジャー活動,0:45,3.3
平日,国民全体,レジャー活動,1:00,2.7
平日,国民全体,レジャー活動,1:15,2.5
平日,国民全体,レジャー活動,1:30,2.0
平日,国民全体,レジャー活動,1:45,2.0
平日,国民全体,レジャー活動,2:00,1.2
平日,国民全体,レジャー活動,2:15,1.1
平日,国民全体,レジャー活動,2:30,0.9
平日,国民全体,レジャー活動,2:45,0.9
平日,国民全体,レジャー活動,3:00,0.8
平日,国民全体,レジャー活動,3:15,0.8
平日,国民全体,レジャー活動,3:30,0.6
平日,国民全体,レジャー活動,3:45,0.6
平日,国民全体,レジャー活動,4:00,0.6
平日,国民全体,レジャー活動,4:15,0.7
平日,国民全体,レジャー活動,4:30,0.7
平日,国民全体,レジャー活動,4:45,0.7
平日,国民全体,レジャー活動,5:00,1.0
平日,国民全体,レジャー活動,5:15,1.2
平日,国民全体,レジャー活動,5:30,1.8
平日,国民全体,レジャー活動,5:45,1.9
平日,国民全体,レジャー活動,6:00,2.6
平日,国民全体,レジャー活動,6:15,2.8
平日,国民全体,レジャー活動,6:30,3.5
平日,国民全体,レジャー活動,6:45,3.6
平日,国民全体,レジャー活動,7:00,3.5
平日,国民全体,レジャー活動,7:15,3.5
平日,国民全体,レジャー活動,7:30,4.2
平日,国民全体,レジャー活動,7:45,4.5
平日,国民全体,レジャー活動,8:00,4.4
平日,国民全体,レジャー活動,8:15,4.9
平日,国民全体,レジャー活動,8:30,5.6
平日,国民全体,レジャー活動,8:45,5.6
平日,国民全体,レジャー活動,9:00,6.8
平日,国民全体,レジャー活動,9:15,7.2
平日,国民全体,レジャー活動,9:30,7.7
平日,国民全体,レジャー活動,9:45,8.1
平日,国民全体,レジャー活動,10:00,8.9
平日,国民全体,レジャー活動,10:15,9.2
平日,国民全体,レジャー活動,10:30,9.2
平日,国民全体,レジャー活動,10:45,9.2
平日,国民全体,レジャー活動,11:00,9.0
平日,国民全体,レジャー活動,11:15,9.0
平日,国民全体,レジャー活動,11:30,8.3
平日,国民全体,レジャー活動,11:45,8.0
平日,国民全体,レジャー活動,12:00,6.3
平日,国民全体,レジャー活動,12:15,6.9
平日,国民全体,レジャー活動,12:30,8.4
平日,国民全体,レジャー活動,12:45,8.3
平日,国民全体,レジャー活動,13:00,8.3
平日,国民全体,レジャー活動,13:15,8.1
平日,国民全体,レジャー活動,13:30,9.2
平日,国民全体,レジャー活動,13:45,9.4
平日,国民全体,レジャー活動,14:00,9.4
平日,国民全体,レジャー活動,14:15,9.3
平日,国民全体,レジャー活動,14:30,9.6
平日,国民全体,レジャー活動,14:45,9.8
平日,国民全体,レジャー活動,15:00,10.5
平日,国民全体,レジャー活動,15:15,10.6
平日,国民全体,レジャー活動,15:30,10.4
平日,国民全体,レジャー活動,15:45,10.2
平日,国民全体,レジャー活動,16:00,10.6
平日,国民全体,レジャー活動,16:15,10.8
平日,国民全体,レジャー活動,16:30,11.2
平日,国民全体,レジャー活動,16:45,11.2
平日,国民全体,レジャー活動,17:00,10.5
平日,国民全体,レジャー活動,17:15,10.3
平日,国民全体,レジャー活動,17:30,9.1
平日,国民全体,レジャー活動,17:45,9.4
平日,国民全体,レジャー活動,18:00,8.8
平日,国民全体,レジャー活動,18:15,8.8
平日,国民全体,レジャー活動,18:30,9.0
平日,国民全体,レジャー活動,18:45,9.1
平日,国民全体,レジャー活動,19:00,9.4
平日,国民全体,レジャー活動,19:15,9.6
平日,国民全体,レジャー活動,19:30,11.1
平日,国民全体,レジャー活動,19:45,11.3
平日,国民全体,レジャー活動,20:00,13.3
平日,国民全体,レジャー活動,20:15,13.7
平日,国民全体,レジャー活動,20:30,14.8
平日,国民全体,レジャー活動,20:45,15.1
平日,国民全体,レジャー活動,21:00,15.6
平日,国民全体,レジャー活動,21:15,15.5
平日,国民全体,レジャー活動,21:30,15.8
平日,国民全体,レジャー活動,21:45,16.1
平日,国民全体,レジャー活動,22:00,15.9
平日,国民全体,レジャー活動,22:15,16.0
平日,国民全体,レジャー活動,22:30,14.8
平日,国民全体,レジャー活動,22:45,15.0
平日,国民全体,レジャー活動,23:00,11.5
平日,国民全体,レジャー活動,23:15,11.2
平日,国民全体,レジャー活動,23:30,8.2
平日,国民全体,レジャー活動,23:45,7.5
平日,国民全体,スポーツ,0:00,0.0
平日,国民全体,スポーツ,0:15,0.0
平日,国民全体,スポーツ,0:30,0.0
平日,国民全体,スポーツ,0:45,0.0
平日,国民全体,スポーツ,1:00,0.0
平日,国民全体,スポーツ,1:15,0.0
平日,国民全体,スポーツ,1:30,0.1
平日,国民全体,スポーツ,1:45,0.1
平日,国民全体,スポーツ,2:00,0.0
平日,国民全体,スポーツ,2:15,0.0
平日,国民全体,スポーツ,2:30,0.0
平日,国民全体,スポーツ,2:45,0.0
平日,国民全体,スポーツ,3:00,0.0
平日,国民全体,スポーツ,3:15,0.0
平日,国民全体,スポーツ,3:30,0.0
平日,国民全体,スポーツ,3:45,0.0
平日,国民全体,スポーツ,4:00,0.1
平日,国民全体,スポーツ,4:15,0.1
平日,国民全体,スポーツ,4:30,0.1
平日,国民全体,スポーツ,4:45,0.1
平日,国民全体,スポーツ,5:00,0.2
平日,国民全体,スポーツ,5:15,0.3
平日,国民全体,スポーツ,5:30,0.3
平日,国民全体,スポーツ,5:45,0.4
平日,国民全体,スポーツ,6:00,0.4
平日,国民全体,スポーツ,6:15,0.5
平日,国民全体,スポーツ,6:30,0.9
平日,国民全体,スポーツ,6:45,0.7
平日,国民全体,スポーツ,7:00,0.6
平日,国民全体,スポーツ,7:15,0.4
平日,国民全体,スポーツ,7:30,0.6
平日,国民全体,スポーツ,7:45,0.6
平日,国民全体,スポーツ,8:00,0.6
平日,国民全体,スポーツ,8:15,0.7
平日,国民全体,スポーツ,8:30,0.8
平日,国民全体,スポーツ,8:45,0.8
平日,国民全体,スポーツ,9:00,0.9
平日,国民全体,スポーツ,9:15,1.0
平日,国民全体,スポーツ,9:30,1.1
平日,国民全体,スポーツ,9:45,1.2
平日,国民全体,スポーツ,10:00,1.4
平日,国民全体,スポーツ,10:15,1.5
平日,国民全体,スポーツ,10:30,1.5
平日,国民全体,スポーツ,10:45,1.6
平日,国民全体,スポーツ,11:00,1.6
平日,国民全体,スポーツ,11:15,1.6
平日,国民全体,スポーツ,11:30,1.4
平日,国民全体,スポーツ,11:45,1.3
平日,国民全体,スポーツ,12:00,0.9
平日,国民全体,スポーツ,12:15,0.8
平日,国民全体,スポーツ,12:30,1.0
平日,国民全体,スポーツ,12:45,0.9
平日,国民全体,スポーツ,13:00,1.1
平日,国民全体,スポーツ,13:15,1.0
平日,国民全体,スポーツ,13:30,1.1
平日,国民全体,スポーツ,13:45,1.0
平日,国民全体,スポーツ,14:00,1.0
平日,国民全体,スポーツ,14:15,0.9
平日,国民全体,スポーツ,14:30,0.8
平日,国民全体,スポーツ,14:45,0.9
平日,国民全体,スポーツ,15:00,1.0
平日,国民全体,スポーツ,15:15,0.9
平日,国民全体,スポーツ,15:30,0.8
平日,国民全体,スポーツ,15:45,0.8
平日,国民全体,スポーツ,16:00,0.8
平日,国民全体,スポーツ,16:15,0.7
平日,国民全体,スポーツ,16:30,0.7
平日,国民全体,スポーツ,16:45,0.8
平日,国民全体,スポーツ,17:00,0.9
平日,国民全体,スポーツ,17:15,0.8
平日,国民全体,スポーツ,17:30,0.7
平日,国民全体,スポーツ,17:45,0.8
平日,国民全体,スポーツ,18:00,0.8
平日,国民全体,スポーツ,18:15,0.9
平日,国民全体,スポーツ,18:30,0.8
平日,国民全体,スポーツ,18:45,0.6
平日,国民全体,スポーツ,19:00,0.6
平日,国民全体,スポーツ,19:15,0.6
平日,国民全体,スポーツ,19:30,0.6
平日,国民全体,スポーツ,19:45,0.6
平日,国民全体,スポーツ,20:00,0.7
平日,国民全体,スポーツ,20:15,0.8
平日,国民全体,スポーツ,20:30,0.7
平日,国民全体,スポーツ,20:45,0.7
平日,国民全体,スポーツ,21:00,0.5
平日,国民全体,スポーツ,21:15,0.5
平日,国民全体,スポーツ,21:30,0.5
平日,国民全体,スポーツ,21:45,0.5
平日,国民全体,スポーツ,22:00,0.3
平日,国民全体,スポーツ,22:15,0.3
平日,国民全体,スポーツ,22:30,0.2
平日,国民全体,スポーツ,22:45,0.2
平日,国民全体,スポーツ,23:00,0.0
平日,国民全体,スポーツ,23:15,0.0
平日,国民全体,スポーツ,23:30,0.0
平日,国民全体,スポーツ,23:45,0.0
平日,国民全体,行楽・散策,0:00,0.0
平日,国民全体,行楽・散策,0:15,0.0
平日,国民全体,行楽・散策,0:30,0.0
平日,国民全体,行楽・散策,0:45,0.0
平日,国民全体,行楽・散策,1:00,0.0
平日,国民全体,行楽・散策,1:15,0.0
平日,国民全体,行楽・散策,1:30,0.0
平日,国民全体,行楽・散策,1:45,0.0
平日,国民全体,行楽・散策,2:00,0.0
平日,国民全体,行楽・散策,2:15,0.0
平日,国民全体,行楽・散策,2:30,0.0
平日,国民全体,行楽・散策,2:45,0.0
平日,国民全体,行楽・散策,3:00,0.0
平日,国民全体,行楽・散策,3:15,0.0
平日,国民全体,行楽・散策,3:30,0.0
平日,国民全体,行楽・散策,3:45,0.0
平日,国民全体,行楽・散策,4:00,0.0
平日,国民全体,行楽・散策,4:15,0.1
平日,国民全体,行楽・散策,4:30,0.1
平日,国民全体,行楽・散策,4:45,0.1
平日,国民全体,行楽・散策,5:00,0.2
平日,国民全体,行楽・散策,5:15,0.3
平日,国民全体,行楽・散策,5:30,0.5
平日,国民全体,行楽・散策,5:45,0.6
平日,国民全体,行楽・散策,6:00,0.8
平日,国民全体,行楽・散策,6:15,0.9
平日,国民全体,行楽・散策,6:30,0.8
平日,国民全体,行楽・散策,6:45,0.8
平日,国民全体,行楽・散策,7:00,0.7
平日,国民全体,行楽・散策,7:15,0.6
平日,国民全体,行楽・散策,7:30,0.7
平日,国民全体,行楽・散策,7:45,0.7
平日,国民全体,行楽・散策,8:00,0.6
平日,国民全体,行楽・散策,8:15,0.7
平日,国民全体,行楽・散策,8:30,0.9
平日,国民全体,行楽・散策,8:45,1.0
平日,国民全体,行楽・散策,9:00,1.4
平日,国民全体,行楽・散策,9:15,1.5
平日,国民全体,行楽・散策,9:30,1.5
平日,国民全体,行楽・散策,9:45,1.6
平日,国民全体,行楽・散策,10:00,2.0
平日,国民全体,行楽・散策,10:15,2.0
平日,国民全体,行楽・散策,10:30,2.1
平日,国民全体,行楽・散策,10:45,2.1
平日,国民全体,行楽・散策,11:00,2.2
平日,国民全体,行楽・散策,11:15,2.2
平日,国民全体,行楽・散策,11:30,2.1
平日,国民全体,行楽・散策,11:45,2.0
平日,国民全体,行楽・散策,12:00,1.3
平日,国民全体,行楽・散策,12:15,1.4
平日,国民全体,行楽・散策,12:30,1.4
平日,国民全体,行楽・散策,12:45,1.5
平日,国民全体,行楽・散策,13:00,1.6
平日,国民全体,行楽・散策,13:15,1.6
平日,国民全体,行楽・散策,13:30,2.0
平日,国民全体,行楽・散策,13:45,2.2
平日,国民全体,行楽・散策,14:00,2.1
平日,国民全体,行楽・散策,14:15,2.2
平日,国民全体,行楽・散策,14:30,2.3
平日,国民全体,行楽・散策,14:45,2.3
平日,国民全体,行楽・散策,15:00,2.4
平日,国民全体,行楽・散策,15:15,2.5
平日,国民全体,行楽・散策,15:30,2.3
平日,国民全体,行楽・散策,15:45,2.3
平日,国民全体,行楽・散策,16:00,2.6
平日,国民全体,行楽・散策,16:15,2.6
平日,国民全体,行楽・散策,16:30,2.4
平日,国民全体,行楽・散策,16:45,2.4
平日,国民全体,行楽・散策,17:00,2.0
平日,国民全体,行楽・散策,17:15,2.0
平日,国民全体,行楽・散策,17:30,1.3
平日,国民全体,行楽・散策,17:45,1.3
平日,国民全体,行楽・散策,18:00,0.7
平日,国民全体,行楽・散策,18:15,0.6
平日,国民全体,行楽・散策,18:30,0.6
平日,国民全体,行楽・散策,18:45,0.7
平日,国民全体,行楽・散策,19:00,0.6
平日,国民全体,行楽・散策,19:15,0.5
平日,国民全体,行楽・散策,19:30,0.5
平日,国民全体,行楽・散策,19:45,0.5
平日,国民全体,行楽・散策,20:00,0.7
平日,国民全体,行楽・散策,20:15,0.7
平日,国民全体,行楽・散策,20:30,0.7
平日,国民全体,行楽・散策,20:45,0.7
平日,国民全体,行楽・散策,21:00,0.5
平日,国民全体,行楽・散策,21:15,0.4
平日,国民全体,行楽・散策,21:30,0.4
平日,国民全体,行楽・散策,21:45,0.3
平日,国民全体,行楽・散策,22:00,0.2
平日,国民全体,行楽・散策,22:15,0.2
平日,国民全体,行楽・散策,22:30,0.2
平日,国民全体,行楽・散策,22:45,0.2
平日,国民全体,行楽・散策,23:00,0.1
平日,国民全体,行楽・散策,23:15,0.1
平日,国民全体,行楽・散策,23:30,0.1
平日,国民全体,行楽・散策,23:45,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,0:00,0.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,0:15,0.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,0:30,0.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,0:45,0.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,1:00,0.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,1:15,0.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,1:30,0.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,1:45,0.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,2:00,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,2:15,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,2:30,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,2:45,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,3:00,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,3:15,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,3:30,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,3:45,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,4:00,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,4:15,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,4:30,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,4:45,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,5:00,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,5:15,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,5:30,0.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,5:45,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,6:00,0.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,6:15,0.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,6:30,0.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,6:45,0.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,7:00,0.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,7:15,0.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,7:30,0.5
平日,国民全体,趣味・娯楽・教養（インターネット除く）,7:45,0.6
平日,国民全体,趣味・娯楽・教養（インターネット除く）,8:00,0.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,8:15,0.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,8:30,1.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,8:45,1.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,9:00,1.8
平日,国民全体,趣味・娯楽・教養（インターネット除く）,9:15,1.9
平日,国民全体,趣味・娯楽・教養（インターネット除く）,9:30,2.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,9:45,2.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,10:00,2.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,10:15,2.9
平日,国民全体,趣味・娯楽・教養（インターネット除く）,10:30,2.8
平日,国民全体,趣味・娯楽・教養（インターネット除く）,10:45,2.9
平日,国民全体,趣味・娯楽・教養（インターネット除く）,11:00,2.8
平日,国民全体,趣味・娯楽・教養（インターネット除く）,11:15,2.8
平日,国民全体,趣味・娯楽・教養（インターネット除く）,11:30,2.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,11:45,2.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,12:00,1.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,12:15,1.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,12:30,1.6
平日,国民全体,趣味・娯楽・教養（インターネット除く）,12:45,1.6
平日,国民全体,趣味・娯楽・教養（インターネット除く）,13:00,2.3
平日,国民全体,趣味・娯楽・教養（インターネット除く）,13:15,2.4
平日,国民全体,趣味・娯楽・教養（インターネット除く）,13:30,2.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,13:45,2.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,14:00,3.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,14:15,3.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,14:30,3.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,14:45,3.1
平日,国民全体,趣味・娯楽・教養（インターネット除く）,15:00,3.2
平日,国民全体,趣味・娯楽・教養（インターネット除く）,15:15,3.5
平日,国民全体,趣味・娯楽・教養（インターネット除く）,15:30,3.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,15:45,3.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,16:00,3.7
平日,国民全体,趣味・娯楽・教養（インターネット除く）,16:15,3.7
